"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
4998,44891,1328.01167,11424.22838,124.04335,923.61532,12.20179,26.54986,20.805
4999,44892,1053.84975,11378.98596,128.23389,1199.43496,16.74484,27.61011,17.80271
5000,44893,21613.82456,19062.82612,173.87688,1476.59516,4.37729,22.59244,21.11713
5001,44899,19616.61626,10262.75957,220.49812,1306.6864,17.98732,33.24267,53.97751
5002,44903,19246.66316,13565.49178,134.8491,1046.60926,11.97097,23.76553,19.3492
5003,44905,6066.59996,21539.16613,141.85287,951.1424,17.99804,32.98309,31.72594
5004,44910,23338.63412,4329.76402,89.78588,482.31399,22.66818,27.76241,23.12311
5005,44911,15816.85175,7494.26366,88.25291,941.90312,12.99604,22.50133,9.86733
5006,44920,6256.79355,21589.52208,134.54829,962.18673,13.8131,26.0452,22.74826
5007,44937,25443.5617,14205.25992,207.29988,1336.23057,13.14529,32.56421,45.94697
5008,44940,20641.0842,10702.84128,145.39946,959.46602,11.80142,23.4035,23.77973
5009,44941,25230.5027,14134.39808,109.25555,820.62672,21.15924,30.52638,21.20414
5011,44947,19250.15665,13765.17168,176.81048,2402.35766,18.25168,36.79763,21.47472
5012,44949,10284.08058,6940.0099,128.97586,1203.7964,12.20485,30.05012,19.39178
5013,44950,8583.58588,22277.39436,97.21374,901.46802,13.89121,24.81153,13.10586
5014,44951,8767.19775,22111.49647,148.72147,1124.42265,13.77118,30.03486,26.87956
5015,44952,8714.56871,22136.01906,111.76287,984.32496,12.60399,24.35838,15.05049
5016,44956,925.47791,20191.90843,113.32313,892.06991,14.72123,23.34948,16.29604
5017,44956,8630.50905,21980.08065,117.08936,811.13241,14.11681,26.45381,21.20362
5018,44962,7615.83409,23013.61992,211.35501,1354.15188,10.25743,30.11274,43.6193
5019,44962,8485.66431,21836.7666,107.22728,1068.89954,11.33425,27.75655,14.57219
5020,44984,3692.68671,12364.75698,126.6669,1012.43985,12.21288,23.62332,17.75878
5021,44989,3582.87638,9613.51738,165.57252,1023.50205,12.90911,27.22406,32.77359
5022,44993,20129.28877,10693.14674,143.57159,924.06593,19.26486,28.65457,29.16385
5023,45002,15086.62349,2110.99461,141.58277,1078.16449,8.55843,25.07182,21.57985
5025,45012,3882.75843,8574.48801,151.07773,1532.87284,9.40278,27.37946,18.78142
5026,45019,6236.54065,18352.4673,141.84595,977.48623,10.15746,25.13972,23.86454
5027,45020,5352.78296,21891.05549,143.23418,1119.33735,17.47739,31.26429,26.16573
5028,45023,13769.50941,20099.92329,95.64885,990.34722,12.88536,26.97203,12.56927
5029,45025,666.97434,14290.13343,90.36647,762.23917,16.18789,26.30142,14.32619
5030,45025,22842.12193,13608.98293,144.7248,1163.76228,18.56959,30.56547,25.13103
5031,45026,668.71007,14331.48304,98.7074,1316.81914,15.92332,24.28317,9.26617
5032,45027,702.6359,14237.94585,164.45155,1224.83597,9.61985,31.3342,31.0552
5033,45027,13800.92534,19693.53598,139.31419,1028.63062,18.28285,32.38408,27.92208
5034,45028,732.92372,14359.77959,97.33753,820.41068,14.09955,25.53675,14.73384
5035,45029,707.17309,14307.10084,105.89962,917.36158,14.58627,26.01401,15.55776
5036,45030,783.41359,14362.83221,113.09199,859.74003,19.02962,33.84155,23.75346
5037,45031,727.26553,14355.28723,96.99891,668.72434,20.50288,28.08643,19.43751
5038,45032,16618.12549,15229.48889,152.11263,775.51658,18.43393,26.89061,36.26545
5039,45048,13420.29023,19844.50823,115.2708,733.4624,17.83474,28.26953,24.19229
5040,45050,6127.12935,9610.35319,191.00723,1268.51074,8.66251,30.80254,39.1788
5041,45053,5928.83956,9903.72866,116.95686,782.3768,16.9643,23.46087,19.60686
5042,45064,4408.52476,15210.11456,132.01417,1410.42737,12.81284,29.97466,17.31646
5043,45065,4394.18753,15177.57269,80.6198,653.87641,16.2829,27.70269,14.41115
5044,45066,4434.10849,15169.59954,96.15389,985.05203,15.07678,27.01848,12.76474
5045,45076,24224.12421,13394.15605,112.47051,879.60846,15.67681,24.92659,17.29532
5046,45085,23103.65843,13555.86518,81.31634,497.66908,23.45978,30.40789,20.70872
5047,45103,15864.85802,14020.5995,93.44099,1032.12323,18.50135,26.48759,11.44328
5048,45104,16059.47864,14027.36439,97.93806,807.32602,14.83296,26.3679,15.56219
5049,45106,15979.67191,14092.26534,113.45783,955.99775,11.97562,21.32943,14.11202
5050,45110,15897.57528,14288.8132,103.13172,1032.59129,10.00833,25.9457,13.25538
5051,45113,2610.07771,12573.93942,75.50012,507.07208,19.20612,27.59054,16.48191
5052,45116,24192.66063,20110.86747,139.50834,921.01492,13.69755,29.83377,28.83689
5054,45117,16599.81908,18263.83669,93.71461,1151.46244,12.98556,22.42738,9.01299
5055,45118,16374.51009,14199.16966,143.18621,885.92581,12.53257,29.85849,31.45355
5056,45118,16669.95312,18276.01341,115.09291,1543.26118,13.71027,24.16807,10.30676
5057,45118,24882.9045,16266.8474,94.9112,663.60594,20.99798,30.13269,20.14531
5058,45121,15480.44255,14087.88772,140.30239,1201.65139,11.30263,26.19823,19.91513
5059,45125,15111.29834,14172.31729,159.5894,1424.40905,14.05305,30.44778,24.65005
5060,45126,16034.93286,18405.97897,127.9106,796.88384,16.16156,24.37772,23.41579
5061,45128,16242.3277,18196.05202,143.0089,897.30594,15.50261,32.67679,33.7981
5062,45130,15411.68428,13934.44774,143.22673,976.92639,12.61065,23.12744,22.48705
5063,45133,17244.81214,16576.71569,113.79679,921.13051,18.2705,30.27574,20.21803
5064,45135,8767.07341,16080.04815,181.4054,1382.00139,8.59877,27.34148,29.13824
5065,45143,9094.31065,15769.18912,120.09176,937.43951,17.004,31.38689,22.639
5066,45144,8862.19641,15585.93237,136.64218,1275.52555,9.76295,27.07439,18.47734
5067,45163,12246.73253,18094.44735,78.34175,1349.75955,17.43669,32.14719,7.93616
5068,45168,8999.01599,15951.24906,211.68701,1468.32577,7.43258,30.01483,40.27292
5069,45172,5813.83013,4436.90601,123.77971,921.06378,16.27101,32.15325,24.88624
5070,45174,12226.76616,18118.35422,93.16676,926.25962,18.74208,32.53622,15.19516
5071,45177,2857.12857,4347.15851,148.01389,938.0145,18.82788,31.00795,32.79716
5072,45182,24409.79167,11095.2976,186.54102,787.59611,27.78159,33.19411,64.48583
5073,45187,16836.52215,13138.35723,132.6057,1782.26394,16.07924,29.82251,13.88259
5074,45204,21530.74682,18213.65424,171.81611,1175.72572,13.82538,27.38132,30.84803
5075,45205,22086.89773,18229.71419,113.30321,585.21784,22.37418,30.43046,31.36261
5076,45209,22870.77635,17408.52025,130.08642,1332.25574,12.71237,29.65233,17.63785
5077,45213,13381.37257,17719.38528,127.96381,1225.14442,9.05323,20.98126,13.58105
5078,45214,19814.06635,14792.82955,247.16376,2095.65788,3.24779,25.51754,32.72239
5079,45226,6399.50472,4677.43617,141.03652,989.6449,9.87574,27.86625,25.70763
5080,45226,21494.82583,21689.06442,159.88665,1079.4392,9.8926,28.4253,30.36947
5081,45227,19641.43716,14726.7638,122.7007,1264.23169,20.79766,30.3092,17.04711
5082,45228,14602.66799,2367.98853,207.18563,1438.58627,12.72529,29.92992,39.32639
5083,45232,2328.81771,9615.64777,177.86995,1104.95268,13.00393,26.68357,34.13425
5084,45241,8621.85932,21131.19407,149.57928,1529.19754,13.30701,27.75857,18.72142
5085,45244,21094.26344,14569.26353,143.85382,910.9819,16.79987,30.56153,31.56748
5086,45245,20792.76613,14845.26092,125.76685,1685.23732,13.68658,32.54379,14.43097
5087,45250,19433.75063,14562.7204,87.49769,566.55216,20.11879,30.07271,20.41606
5089,45257,2637.92842,9756.06755,215.66722,1849.99011,7.2221,25.56261,28.53886
5090,45269,20789.67368,14915.42851,158.1783,1201.34194,10.82816,27.74678,26.20862
5091,45270,20595.00115,14563.8633,143.66232,1037.85052,11.64099,26.71236,24.39947
5092,45271,20468.1202,14831.9597,156.9601,1080.76088,14.36532,25.89347,26.82312
5093,45284,19580.55426,14313.38921,103.04628,777.55045,14.17873,21.19875,14.46126
5094,45289,20067.1576,14656.6753,191.97735,1394.61571,12.91315,28.52125,33.46913
5095,45291,15051.50643,17438.53675,135.12028,1215.02267,7.57789,20.47771,14.74217
5096,45300,20791.95664,14903.21928,116.22207,806.73956,12.39588,22.37921,18.03683
5097,45301,14810.37635,17378.01638,141.94275,1388.50104,10.99634,29.31186,19.64113
5098,45302,14875.70865,16957.61796,122.3379,897.16567,19.23316,32.17895,25.01596
5099,45304,23981.55636,17850.91243,125.38137,830.8201,12.77236,23.62182,21.07538
5100,45308,8177.10893,23168.03235,141.10785,1295.54964,15.61161,29.55617,20.93998
5102,45314,15414.52036,16371.51943,91.59878,862.64426,14.46387,23.94069,11.99237
5103,45316,18288.3733,13657.28822,146.3907,666.84688,23.45591,35.6091,51.4288
5104,45317,14850.62642,16717.86359,116.78236,986.82643,13.05694,25.78678,17.07189
5105,45320,15016.72408,16762.03623,142.59954,1128.14163,10.30104,28.60004,23.67078
5106,45320,24159.73282,17845.69995,102.49064,673.76828,18.87967,24.38039,18.61574
5107,45323,18086.33717,12739.31799,142.15756,917.31207,20.14391,33.30812,33.3186
5108,45325,9103.4786,9348.29453,123.36791,968.33313,16.97996,28.04552,20.71396
5109,45325,17915.61564,13146.60892,115.62956,783.49575,15.65978,24.38726,19.88501
5110,45329,5958.82601,7838.10149,121.71482,896.46517,15.42223,25.15782,19.69092
5111,45331,18404.88201,13477.23813,98.79482,700.53399,14.37697,24.02947,16.62165
5112,45332,15550.11417,16229.45708,170.16582,1246.64848,8.16195,22.64185,23.9289
5113,45335,15358.67865,16182.15887,181.2851,1936.67262,11.38693,27.38699,21.00245
5114,45335,19874.28454,14309.28185,108.95883,940.11312,19.54641,28.62624,17.42986
5115,45338,15389.57558,16924.5563,129.6225,904.17088,16.57371,26.89917,23.27255
5116,45338,19322.09962,14486.16033,112.88528,707.88202,19.97563,26.89303,23.01909
5117,45339,15436.921,16249.1479,170.7754,1407.84743,16.23172,31.30842,29.06514
5118,45342,24206.5634,15595.24338,128.6979,1351.50759,13.71621,27.41264,15.87527
5119,45347,14871.71707,17163.94485,147.74459,927.40764,16.25029,33.28014,35.38483
5120,45348,11980.92598,13905.65891,85.25916,599.83373,19.56972,26.14889,16.26494
5121,45358,14744.03054,17695.37052,206.72052,1239.21903,10.0206,30.6214,46.3685
5122,45360,14740.1625,17551.47177,115.1898,1280.49423,13.83525,28.70952,14.32776
5123,45362,14475.888,17514.82784,92.94608,871.43909,15.50353,26.09702,13.13077
5124,45372,17694.78131,12217.63917,106.45611,746.14736,17.31793,23.42079,17.38027
5125,45375,16527.26018,10793.63998,159.73023,1725.19122,14.95742,31.08208,20.8977
5126,45383,21014.91536,20185.0316,221.42085,1772.57567,5.99249,27.04313,33.00613
5127,45406,12840.82417,14219.04203,115.28794,1162.28443,14.72515,24.05115,13.41946
5128,45406,19231.91366,15960.56779,144.1139,912.8385,13.22359,30.67161,31.71949
5129,45407,12813.68267,14224.94821,83.63764,1359.47743,16.05655,30.70143,8.40033
5130,45408,13555.33826,19942.9396,100.07539,868.55862,22.03643,32.56938,18.29189
5131,45410,18461.7986,10429.39608,178.388,1082.34502,12.35675,27.12271,35.57601
5132,45413,17950.73338,14885.33859,164.04555,1139.38598,11.57127,24.39562,26.14965
5133,45414,16384.04369,17473.45882,125.06418,1183.59134,19.16676,25.60854,16.09517
5134,45417,17896.13669,14348.7589,165.42166,1013.12771,16.7171,30.7284,37.12355
5135,45417,17933.39343,15371.32341,219.50266,1734.88933,4.83959,27.36626,33.53065
5136,45420,18145.79677,14522.48163,102.16359,926.6392,12.15773,22.06913,12.5255
5137,45424,17918.18051,6192.33467,125.09918,784.44462,18.62975,29.57374,27.40242
5138,45434,25248.05486,4987.45556,72.57273,563.09504,15.81503,21.54333,11.27466
5140,45447,22890.77076,3086.21236,147.05873,1022.06475,16.81217,29.86471,28.7409
5141,45453,16812.75548,22162.57973,106.76918,824.48808,20.08754,28.251,18.85624
5142,45456,19724.52263,11400.88087,128.47351,1439.40866,18.81147,34.42419,18.39319
5144,45468,10134.42918,18337.30129,155.0675,1623.04193,10.96622,32.72644,22.03473
5145,45472,16812.01835,22224.6614,86.63949,516.2922,19.58057,29.60694,21.65371
5146,45473,16581.74807,12594.55166,113.38917,1588.17758,11.24012,23.32002,9.49476
5147,45483,16419.67288,22184.40607,107.85765,791.66829,14.71815,24.40624,17.44278
5148,45487,16758.97146,21972.8822,112.74813,823.65121,14.49891,31.24635,22.8373
5150,45503,11395.92561,17574.86643,86.82532,636.51961,23.38557,25.86491,15.68007
5151,45514,17022.37243,22240.41813,139.90408,1400.75114,13.77769,24.69784,16.20546
5152,45522,17965.17342,17076.72284,132.91896,894.52193,13.27454,25.34229,23.27412
5153,45523,17931.03582,17042.76551,131.9409,1104.09395,13.56668,25.71243,19.00104
5154,45527,16277.39099,18042.41602,114.98596,739.05747,24.38619,36.03168,30.13453
5155,45529,16817.5894,17856.82859,92.03979,727.24711,16.62443,27.73364,16.21203
5156,45532,24434.41881,17049.94845,104.71955,998.68556,20.15738,32.18496,17.10323
5157,45541,24542.69963,17970.82969,128.31245,909.68185,15.08178,26.18429,22.14956
5158,45544,21183.16081,16221.41182,99.05588,679.21684,15.13017,23.60182,16.91796
5159,45545,22503.85628,19751.02491,224.53839,2323.80564,6.10911,38.90243,36.90513
5160,45547,24250.32349,18412.36205,182.37255,1182.85727,14.20132,29.41317,36.75739
5161,45548,24939.88368,17350.17753,201.58956,1099.5743,18.93875,26.7811,43.65547
5162,45557,8830.4282,16393.16577,126.15401,707.79489,18.90736,24.0501,25.29268
5163,45557,17576.14498,4315.51648,86.81545,834.38195,10.00986,21.22973,10.23395
5164,45559,4779.02182,21919.34605,141.004,999.48531,12.28609,28.38527,25.89889
5165,45568,5014.30819,22418.90836,98.9506,802.72022,11.51075,22.08974,13.59134
5166,45568,13565.64859,19015.30585,127.4197,1130.94424,12.39547,27.56084,18.59387
5167,45570,6421.36313,17421.22683,106.95407,875.70724,16.47764,21.0271,13.67945
5168,45578,16436.30873,12025.38116,115.15375,692.92747,21.58003,35.04494,31.33774
5169,45586,15400.75411,11852.15015,128.61464,1209.63509,17.6398,29.19132,18.69206
5170,45587,15700.50662,11671.71271,216.21889,2744.09727,5.80011,40.28186,30.13804
5171,45593,14734.23959,18279.0402,195.00716,1373.84738,9.27977,26.39213,32.48519
5172,45594,22926.61787,15990.47365,177.49338,1657.41938,14.43513,30.53736,26.02022
5173,45596,15258.1385,10926.57379,142.1599,1256.83854,9.24714,25.89903,19.32763
5174,45600,10767.99929,12704.08244,182.93874,1250.05226,11.72777,28.86694,34.39728
5175,45601,10522.70823,12583.73914,154.05304,1090.1692,10.46478,26.29467,26.06788
5176,45602,10395.4204,12524.30208,162.91823,1867.25154,14.14971,35.52001,22.77632
5177,45602,15488.92186,10949.70483,86.90001,699.65534,19.09585,25.75375,14.29539
5178,45606,22479.00829,7767.82907,105.0619,822.9023,14.42094,23.78112,15.69331
5179,45608,11016.37603,12917.31649,146.92245,1671.25244,14.61695,36.68846,21.59671
5180,45608,23090.7582,16374.44769,108.68781,1118.75087,13.47746,27.98592,14.39015
5181,45611,10814.43639,12948.08863,139.43383,874.7265,17.8255,28.2774,28.78797
5182,45614,10185.81782,16240.05137,242.33193,2324.56795,3.02963,35.51316,39.11948
5183,45614,10768.79443,12805.78837,120.96065,890.90556,14.06837,27.48884,21.27116
5184,45618,10245.52989,15316.61848,163.52911,950.92784,14.63835,27.04395,34.19044
5185,45628,22062.8577,7662.40491,165.0096,949.95084,14.21012,28.41064,36.4958
5186,45637,9961.68555,3351.10319,159.36216,1234.578,7.31217,23.57946,22.21863
5187,45644,17021.46969,22490.95123,115.20068,1091.90699,9.22909,21.6849,12.97618
5189,45647,17040.46477,18225.73341,117.07352,689.01294,21.32189,26.53458,24.89784
5190,45648,13736.95795,20190.18669,188.22569,1372.48043,6.16354,29.32349,33.63159
5191,45654,20016.68677,15202.89211,124.17729,1306.8326,18.97608,28.89393,16.14104
5192,45655,10134.33945,15996.26163,160.0226,1523.2682,18.42266,32.21511,24.48334
5193,45675,18893.4232,14921.33531,176.96637,1208.44212,13.81535,28.75993,33.27569
5194,45685,19092.52108,14766.41968,179.89332,1122.81484,15.6855,31.54152,40.32948
5195,45686,19332.08922,15259.09254,150.71072,1104.22817,12.50998,27.85853,26.10791
5196,45688,14688.86846,2435.53347,119.10139,729.56553,16.32463,30.38456,27.61374
5197,45701,7010.47702,13042.16564,141.33861,1152.07044,13.59745,27.06231,21.66627
5198,45706,13583.97145,16773.58945,131.265,826.53891,29.48634,42.37851,40.24089
5199,45709,19799.90695,15545.10335,121.7379,702.53102,17.4159,28.94323,28.45758
5200,45714,11999.50001,11018.06147,155.2739,913.45933,16.68963,24.72497,29.64105
5201,45716,21245.54078,20745.11323,175.55378,1181.00932,10.14337,26.30206,30.77873
5202,45726,4158.33182,18890.28521,167.04553,1639.66425,15.32118,29.64525,22.82133
5203,45731,18274.28004,15087.49291,106.50914,769.89699,15.16219,30.83615,21.77508
5204,45734,10437.8369,16657.24977,197.89485,1574.24182,15.78428,29.20891,32.21664
5205,45734,18226.45758,14855.62229,106.9757,1295.20189,14.36951,30.49662,13.16203
5206,45736,5082.2647,2566.67408,137.97331,868.69589,17.45248,25.88917,26.14783
5207,45736,7133.41742,6599.99109,126.56504,727.12239,20.08995,28.73922,29.33021
5208,45738,18107.3749,14504.34702,113.26476,843.75022,14.9627,26.49567,19.27521
5209,45745,17036.4956,8577.98941,79.79541,739.94764,16.46821,24.15809,11.17384
5210,45750,5147.34015,2690.89294,148.16115,1441.25935,12.43259,30.87296,21.51616
5211,45751,18201.59405,15043.05028,122.69161,1088.80428,10.73432,26.71253,17.5126
5212,45752,5290.71773,2652.63827,169.98368,967.3051,15.25057,30.10433,40.09564
5213,45752,19670.42875,13168.21145,109.43813,1033.04047,21.11386,28.92175,16.19613
5214,45753,3735.78088,17097.27918,150.31319,1028.08958,9.89186,23.65484,23.87842
5215,45760,10417.83635,15728.49531,103.32954,991.17999,12.03011,22.21417,12.05715
5216,45785,9811.64124,13177.91275,140.51994,938.32136,13.44112,25.8855,25.0847
5217,45789,11729.93345,17926.20186,155.37953,930.81925,13.18431,24.86614,29.29707
5218,45798,20744.41344,15513.16555,222.76191,1650.38898,13.36209,30.75297,40.5316
5219,45802,20460.12003,15202.76797,94.64797,629.83058,18.89098,27.86956,19.60648
5221,45803,10309.54611,15792.84313,113.239,1006.55265,13.84206,27.04016,16.57237
5222,45805,8718.32393,18423.71195,131.37624,1058.97444,15.01747,26.36386,20.08676
5223,45807,10225.78959,15428.15713,120.93009,1348.71779,19.17404,31.86299,16.34705
5224,45808,10965.32416,13425.6738,133.70003,918.76171,13.37044,28.12635,25.28118
5225,45813,9736.06847,18862.69416,113.5943,716.49389,19.95437,35.24962,29.75652
5226,45829,17295.40696,8035.65302,142.04542,990.99238,8.70115,19.3717,18.5907
5227,45843,16743.08453,16388.64686,125.48899,777.74783,17.77327,24.35226,23.13895
5229,45857,16859.04214,8224.91736,144.35667,1188.96885,12.61646,21.35316,17.57088
5230,45862,1367.7467,9799.25438,147.00866,1165.54037,13.92458,26.4083,22.50311
5231,45864,12281.92368,19141.4272,94.7238,942.86879,13.11584,25.96738,12.52444
5232,45864,16766.0764,16402.61481,107.84579,863.32434,13.02806,20.39492,13.69072
5233,45867,11964.13595,19545.77915,136.52844,1143.73107,15.88145,26.5158,20.10074
5234,45869,16795.27592,16465.93718,80.33538,675.13468,17.84127,24.91337,12.64267
5235,45874,16713.09157,8271.19847,239.58027,1789.87957,12.45815,29.05105,40.7431
5236,45886,24258.9008,17132.82759,212.26357,1590.8349,10.69698,31.44442,39.13739
5237,45887,16255.7289,13420.9954,158.30921,1184.22566,13.6214,34.26898,32.57482
5238,45889,16661.17613,13581.30301,148.71706,1714.40693,19.16709,33.01626,19.50043
5239,45890,15965.03955,8632.90208,103.72601,679.68435,19.07071,26.95479,20.6785
5240,45897,1247.40854,10853.42108,120.08933,881.14498,11.96318,25.36754,19.69711
5241,45897,12367.46391,18465.2021,213.6993,1983.03594,24.55376,39.74101,40.05693
5242,45900,16286.32985,8347.04698,153.05239,894.06248,16.08093,28.12964,33.32207
5243,45901,12543.6089,17410.2649,173.1679,1441.52583,62.71244,52.44128,48.15036
5245,45902,13996.32067,21430.24023,124.32481,611.19167,22.81191,25.74295,30.29237
